JobTitle,Company,Location,Summary,Salary,JobUrl
"Application Support (Buy-side), IT",GF Holdings (Hong Kong) Corporation Limited,Hong Kong,All applications applied through our system will be delivered directly to the advertiser and privacy of personal data of the applicant will be ensured with…,nan,https://hk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CSte6oGGtDxh-7fhYpl3JUF32xG07cYNaxIIfxptA_Wgi2_nEAFSrMbNj1WHu8bczSWhPAvMr2VUvPFhJIV0oE9abBa1BfyVJUrSiTsZvcbmRcVJYGHJEAK31plixh5hFCIa-GVwmHnaKT4nMOHmknmFkRrjS1UgNfd-5rlJ1w-tSyGfyugOAp9EskO1NJ7L8X_iU4iFCcDe9usxRSwqABlsmk5Ug6LQfQWJJGJk2sbKXUfTQahzpiZNdkm-yLm8PyqgthAtNY2_9NRDEy9vQoO3mj1lV2Z20PRJX3IzP0jB2cUUbpYh-e_tAKo_cNbDpcTtH7Ef44PPeD8kV-keDu3odsf3Bv0sm6FnNlmbd6grndK6s895JLkoBeDbGBaeHJqIzbyjAocJjoIFKsGf1a--V3rqxR6A8OOBZl81KZOjW_9qLeTOgCIpdoLs5OIKwD29lhZTtL3f5IPn9y3yYLj616L_OuzmnEahrM8Ny3LxetLDT4YaXAWM7TOdxG6q-lx8sjInhJzoQWNh-G1Q1G_ddH-6jNmGCDH2PxljpbUXEPiNSPGCiDX4v6ASJqwwEy5ttUn9WQ9g-zGcAOcRNPr2em73_DvB-OQ85jyurcavFllJEI5S58_cJKpkIND_JylGQDT6pLCtp7E-iyHAPlW9LOlJY4JF8=&p=14&fvj=0&vjs=3
Assistant Project Manager,Avalon BioMedical (Management) Limited,Hong Kong,"Arrange analysis and feasibility study of program.
Personal data provided will be used for recruitment and related purposes only and strictly in accordance with…",nan,https://hk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CSte6oGGtDxh-7fhYpl3JUF32xG07cYNaxIIfxptA_Wgi2_nEAFSrMbNj1WHu8bcyQ1o11ZfDu3x8tZotw0f0Ng9OmnMnuD8XQrZruBK8xx15cCKAyzjYEovu58bOtBzXH2u7u6pQw6SsLM_tJ22iQUS7bMDnlchL9MtMdnO8LKS3G9JxcCm90jsQT8Nx0rGLU2sGPwYg_hCBPtkNXIhrikJgEyuyYK8RTQ80HEHWl0YhafY-ijBxw9b7Mj-qo0mJXARRkf_NZGRDq5xBXqSQ26JiG3TBh1GiGLjLBCqxWK4-6Qow-v__iXeX28sGr2x6nF7rS2LJ6FZHIE8Ji9h7_f768WZcpUxErQO69R5fQTxwSP4UMduNUbvn0eu092Tt3ArLwSyt92dHYpXz7A52fbivGkWPHnMjiOXX8KhyBz0vRQfsE4HJ-YRJ_qwIwUTmd5r-dRdifzygvXrdVS312dakNLG5WzlorK2tJdAV6GALtI_0XLVPlvfrVzbUy5EX7w_1Sr8vOm4hxxs-A5WcJCDt5lbLjx1lW9rBrGu6ASMAkMVipjjZHetIV25LEGdcOF-f6gzJ-KN1MNbcJ_lvCZxSeTsYTgu5GDF7fUIXXoo8-XAevvcPy7HGy7PG7YAsuxzUybpAwEXrXCAJ4e10BcNeTWNzFNpU=&p=0&fvj=0&vjs=3
Technical Business Analyst,"T+O+M, EA Licence No: R1105397",Hong Kong,"Sourcing and extracting the data from the general ledger to the new software.
Gathering and documenting business requirements, performing gap analysis and…",nan,https://hk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BBhZYZZ7bY_Q2-fWzXB8nQYCzWpr80zNz3fSsAHgtb9uW7t4haRcxbu3xc-qd0HbsvhfkAbXibrWqNZyxSPc3tr5MUPwCDJ8LonICG8VLzztE7bbEIeEVuOaLMVM-XMWt9G5wmwJAM7UtbXyF35C3EFyXxgAe8AuZKSFmqnJdmbFYtdXvJt1AeeGvoobrMd2EEO3QeYcoFfhk315Y7T6qsov_Dc6U8SH7Xh9b_yuAW0_YqRMcFn-6ACRrqIboHTnzyJ4y1l7qhSs0kMqudtcbJLcobfl8fXoZZbhuFDLhMQ7Vz6R1Ft76Gto7oV5HKi73DC6qfDNSBuRe_sdXsNEPWJB1nY_0V3WDbo9bR8dC8nSaJmXKdug2wNBzlaVa7a3JUSGM_3ITBmjbEps8j-aM7KknNvY9mrCe63H-H358tJSH4R3BIbdeOwH9LT3Ttg1dQGnBzGmNcFblfCJe05df17w4z2RPTwNAnJ9JU0UzJzmsXQH3zB-zDSJVgT2U1p_Kq6Nyp0uaPRD3R73-nM0-AZLoXaV8ZCD4W5hxjJNWa1NnYHm5I4fLSSpT9xUE640CK_utDxgFTdgOuPnbRm_BTypVcuQtSE7ZeKfjriGZ2JCH2aCEVbroP1xuUtcSj1XkZY1m2fNTbjnwwRRceX7S9ivyAy3Ayln3QOl1ObFWoPVX3Yor4PamDnV6TA-dhH7w=&p=1&fvj=0&vjs=3
Unsecured Lending Product Manager (Business Analysis),Bank of China (Hong Kong) Limited,Hong Kong,"Data collected would be used for recruitment purposes only.
Applicants who do not hear from us within 8 weeks may consider their application unsuccessful and…",nan,https://hk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CSte6oGGtDxh-7fhYpl3JUF32xG07cYNaxIIfxptA_Wgi2_nEAFSrMbNj1WHu8bczd8vihlgSk3QefYujw2pTWyTLtZRz6qYr1BjVG57dl2_QhsRlTbTOADlrrSvb-otm0elSnWU3jmUi0ZFsSPAtPTm96jv8AAH-BHgMc4kwBqBKJCtJbi4aFGBCFwwN8HdBucpYm93zFxlb_INY5_gWKHMmRhOa9YjLXRgf5Fzxts4aZpCUIGNJQk7N0xhDFXBDOH8g1CGlVIq-zrjxPXJ6lgxTAow280zdgRfN7Wrx9O7GQlfPz8O90CBqPfaYj9gONk1BlTSKUs5TS-_6OoEQJyBtDIkkNd7KKtCZvhMNAgea_W2PLaZQq1Qn5KAWrGUnsjCNiRKELOqH1DzuJMlsvdeb2LPh3V_5d5ilCJa_M_rS8JiApDOuwoOpxSJWHF82PD7g97PxlosnpJZ0dB_O1i3SHsFNrU88jaidHGkn_mUabNX-oU8oHv2rHUbN0hZj3hCyZPXzf4RboidPYczmoYReZQ418JjyT_fg6yk4uVXuGTPeeGkG41fBLeN1teTfgXZ4jmynypyVp3iCyjj-wOsvVR-d9C5GcjaDRaDk8o0ccn7SbGp8RfKMxjVW0ruq8nT5N2ai0vhpui6XYyx2s68-IbaDQKmloz8FjWTEAsQ==&p=2&fvj=0&vjs=3
Prime Brokerage Quant Strategist,Unicorn Advisor (HK) Limited,Hong Kong,Support trading activity by investigating model and algorithm behaviour such as scenarios and post trade analysis and historical behaviour.,nan,https://hk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BBhZYZZ7bY_Q2-fWzXB8nQYCzWpr80zNz3fSsAHgtb9uW7t4haRcxbu3xc-qd0HbuyDhj_bqq106qNIRg3y0tGznhjNAEAR_SV8f7oSVABm5XfQITWX5saFAW9Ab4quzPn30EvScg3WFMwuxhZgqsj9vUq5Sqh0h_iERIyR6u4RC3dEVZg8Y4WpyVIkacl5QhFUUImVlTRfEfEcuJrmfBTvkuP59qJ8JmpQp84aytynXXxTutN7HD6wJbFr3X53boM4nSKwAuRE6u8H0qsfSPHOOhTIwFso-r61ML--sb3_PBysbeHAQcYrde5zUFqsrDoqngeoyNm1mDJM0Z0MRtob5dqbno7CVSuiXRWOFhw9HmSqPvsHtdKFShGXG0QEaNhfEYjHkmcyQR-Y889q_cZSL96Ht2ai5T-Iuan6HlqOI4TapzaOVyQ39kfMpZcyRCHC9qXh9jo-jaYUBWgvlKLgXZku4AVPJDBRdZfKPvn5aQVEX9_eg80ZYNagL0F-IuIesfVmcvYpZUI-GGbTn4NTl4HSOhMfTBiYjSX-jPnztaBsaB9N1uy5rHlKVHg-rDq6o3IdhzOjpT1M3_J_U-65I4V76l4KxbiM4GHyrU5a-ab5oZ_pphtNKgK6fOMr-b9mnln-ODtQM-PA3SLq0SkGrzLnInO_mAiY6DHQI0_qg1ka_KOJsd_qTIMHWn4ZOZCs6si1Grhzg==&p=3&fvj=0&vjs=3
Business Analyst,Gleneagles Hospital Hong Kong,Hong Kong,"Provide management price and cost data analysis report and recommendations.
Strong stakeholders management and data driven problem solving attitude.",nan,https://hk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CSte6oGGtDxh-7fhYpl3JUF32xG07cYNaxIIfxptA_Wgi2_nEAFSrMbNj1WHu8bcx39eWVdqPSrVlOemGmui_2ry46yXSakW-gda_eV7UfkiJ3Khqtkv3Z3KxIkkssgWV3kT1STcpBRTM9E6x5UsEEtdgXbKLpdwmu3hKhI-GmbeM5GO9X2UWCjpOtY18eLVe1W8MBfrXwthqhJ6Ozl0YqQAyPZgPSk0jR4hmAZ00Y4y8XGqRX98im2-51hkkcwo5Rr8KppltNeJIl59IXiMfryhqmd_ihsAD1-OMd0PrZPsb5ZzRlIhS8Fhztt1IGmdhPpJQWOXkE5RfRnlBaqst6mDnN1fuIx2xQ5Q_x2ssFO9x3EtlzDoqlcq6T3ObN6V4ppUMP5HfveNb6_8RjZMNFOEYPMSfWvF3zKTGiAw39n_2IIaJpDMZV9bitH5PAhe947lNXrIB07ug7ZiUNrPgN30IRSQqB9ThlrnFJOImhOg-yJCgM4dVaWFSa0h3h0HU0O_3x3ah3bvYtBeFDLst4XrRWMfbrKTQNnwb-HliLVWVQfxB2T_SAaMp4r5qtQUTu_9b_f54WHKjrCbZn1CWmIXjfPhnVbwv5AYqbSu7Sp1KEMwoG-5TmPblEx9TObu-v0sTROWio4CXXsnP8zpbeANpCPfEQt-dIin-8zJzx8g==&p=4&fvj=0&vjs=3
"Finance Manager, FP&A, HK & Macau (Retail brand, 55-65K x13 +Bonus)",GS Consultants Limited,Hong Kong,All applications applied through our system will be delivered directly to the advertiser and privacy of personal data of the applicant will be ensured with…,nan,https://hk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CSte6oGGtDxh-7fhYpl3JUF32xG07cYNaxIIfxptA_Wgi2_nEAFSrMbNj1WHu8bcyU9GQcF7OnRy0vAuPZKwiC4vc6pEe30HSP0OvgQ75G_ZGFhMhhD1r_PaPPmeTzp3LhK_ITxkdnAIVZnQKQMfK28VkRe3yjH0p2B29VE0ZNu4Uu99qyAXDVSoaLmEbs1mR5oQ1XetLEgHvDDYQ-LKjC3xwFAEFUVrnTXtf95CkuFv9Na8KD3FEjqPGvfvTJLTmlBH9WcXGcOG2I83OPNSwdqX0E7yel_D5ZxoRj6RSxOo-XhM2d9ugyjTHPRYLDZOotgaon3Ggc-czM5fiwvfxbnUCS6cF63yRyrvScgh5r-mUHj44cn9AaHc0mLPYFtySI0Lp1Azhsoqds3fBJHJ-fOzh5fD28MPxaFnJFlLmDEFWoGFBad9fi1WuLmIxCsMFcrziQtgY0e_CGry3XSuepMOMJWbtO5J9urVqBrLFu0WKkEIQyn6hUzCEqjaskCj7ViA434jlbnyd9fvVfTcpkrEoBrahQdn3Cgxf711prpiFcjzAGXVp3tNUwDarU6grnM8nNrKVJkTkFrVddgaFu3kLaSJW3_MX_RdCboTkPjxqVeTVyZ-B5jenc1TbKWkH-JP811d0M7QzefLn5TMSzEYXDHTUXeSo=&p=5&fvj=0&vjs=3
Laboratory Technician,Wo Lee Group (Holding) Company Limited,Hong Kong,Handle routine laboratory work- Responsible for equipment daily maintenance- Prepare sample and perform material test- Conduct tensile and impact testing- Data…,nan,https://hk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CSte6oGGtDxh-7fhYpl3JUF32xG07cYNaxIIfxptA_Wgi2_nEAFSrMbNj1WHu8bcxgm145HwRze9hTVG9MYEmwxZUHZol7_20mnLB1CjMjbQbWoTiDWjJzlW3hgfHqFpssPlNfeLgwSXlqz0JD5xP4WdjqZkQyIsRtkUuss3Iaz9Uukf8PolJB6l3kjUMty6WB3VcuW3YKLCT5hSCB6jVzD5e-6joYgQGjcP6voztjNcYpxjytGpaKYH6cYZTDsNtZhmSUaG2p3vgkwNjUN1tCicUP73pRdffqivnCT7ZJHWvHuA-EA_FiuDplKfk8gIPKwuTrx76rYRz_wsu1pI4AzHwcZxEZOadkuX7W-sOwzxyQvK_gJUxAYaUSMTSAaZX0REs-B_9kF_L08tBwx9G3pKGNvzKM0YFgAGmpo1T5gDIK_3VskaI8Lzug_39oYcWvVXk61Q4a6madlV8zPEsPv7zUb0DdQKj_aSLjiOwEr8MMMeciA5fIKI8ihdQjfji7zsI8-fWagbNm61UrT5wS4ODGafKIURQueQSh0Jo6Oq_ZkwRWxhivDJ_iwFKxosKCpSCIFPVRrK7zXG2Iq9BM537_Do_gAFwkQwv-hEeV_z5smySlshhxph-qef2SzfH4520LFqD01QPeN6CzHVnxvfkuW42qwIk=&p=6&fvj=0&vjs=3
SENIOR MERCHANDISER – trading/sundries/kitchenware/novelties/PPE items (Hunghom),JPC TEXSON LTD,Hong Kong,"Personal data provided by job applicants will be used for recruitment purpose only.
Gather market research and maintain market analysis and sales presentation…",nan,https://hk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CSte6oGGtDxh-7fhYpl3JUF32xG07cYNaxIIfxptA_Wgi2_nEAFSrMbNj1WHu8bcxqaDS29S2-xPtiB50rkxIf940bl50K44IrqJFRBoaJZxQUnbbR5qOz93M1CcPUfiZ2PdF4zEpVUj-YKs64_hiAPMFH1N1FagCxy4Ypszq-6WYW6B9CMLtu5QZj5Mm-X_0Rbc6dKApGAWNeoNrewljkuy4n4wyCQ5058U-_vjD4qYixUXiQ1SSZ1btpHAtBkdXfWa621Ul4r2k08VdyjgDy_aFuzyQz5r7D8Suq1hX7RtJq-GDOJuyr7BjzGL2WHeeIkGAURkCQa5Nxvg-4I_yQJk9lB38QxIrdEu8uTnbV53mpG5WhgH6YhZfdTIhIFxm-2ggRYZYw4u-q1PzFf1r9hI5--LT3pGc4YgsG9ub-DxcJjtHGj6y0IF-wzZZzfURbQHsUBZB27_nu5Cm0uOR1TCcK36f4F670os5-vilB4k5_qt2J7bO9sQc6JrQqDUCK2XiOhuuDXX-KzgqVMrh4qfe25xC93UcKPhxnA9l7xMP1uXg7bHm62NRHfmrmMUdOYfxjZ4OdK1aTBhZJ0EOy__kohG_QUY_0Zk5I-fAk4i64sz5ylF3l0XRHglB41DDc7CXnvfXYQ5jmF2NQGLEyFQXcv7uog0Q=&p=7&fvj=0&vjs=3
Retail Leasing Consultant Trainee,Everbright Property Investment Consultancy Ltd,Hong Kong,"Prepare for meeting, market analysis and presentation;
Data collected will be used for recruitment purpose only.
Carry out site inspections with clients.",nan,https://hk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CSte6oGGtDxh-7fhYpl3JUF32xG07cYNaxIIfxptA_Wgi2_nEAFSrMbNj1WHu8bcxL9fJXw0ruBRo3vdCTDkRFtpEe2fX6CTgQl4loPDdOmIrel2fmM6ze8bKFMgMH7YwDlEwKpAM5dFJIoisrm2Rb_qgb8pJmKAwmBOAH08WX-63bHt8WqOHfEf5p2KNjGUnw63up4Fq0pkAiXTR73pWuVlkrNnESnLN8SPkftI7zut8Ov4KydCkCnowzLH3Z2S12qqyb7nPl_3izO7-JEf-b3AiVmmmxq7-4cqrkqifQnygTP6q5z_vSy_Wm0piieQ1Ufsa4l0jcEb8EGSVNqNpnBQElcTi82vbv_8N5bQSGWgXPQT3XEMgRzD_Sbt7YZmgk7QEum9qH8H1LxrYikZkG3gZGnrY5waHKFb8tu7h6fcSrzNE57b909L8tbI0D8p77OPfs69i4-U4baDwDZm9Gk2mM78NTF7ObRDdx-iyVtX8FamMCwAqCaASv7YdN5pG8m_jRxMwqdPfgwOvjeSyWaM5Wtzqcf3lNKANj_G5j2Eg657DOoIY0TzN9xbLeH6FWxEJ_n_AJFJEV_8aTDlpZ5LBHVUC3XpOPWFC1baKX0vvAhIz0OsdVMGDsyw6L8Bf29zJQwwcXoObQnvoOFgP81EuYzoHIMpM=&p=8&fvj=0&vjs=3
Accounting Officer,Ocean Park Corporation,Hong Kong,"Perform detailed financial analysis and account reconciliations.
Personal data collected will be used for recruitment-related purpose only.",nan,https://hk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CSte6oGGtDxh-7fhYpl3JUF32xG07cYNaxIIfxptA_Wgi2_nEAFSrMbNj1WHu8bczd8vihlgSk3ZVPMfBEN5-capJSX4aG4SSjsRHk_v5vehIYt4Tj3V6OSWbOCbFABJyIfE57cmI_n9oIQ3tWr_CAjPN9nejUQPaUthMv1XblUtjjVbSmJqja2GEtxyanhikYmcD3PF3TkBR9DcuA68LpV4CFxp1sG7zfNa5ncmjoQqW_4a-Xu9GIP2BT6oe5JnJJpZ6IYzMcfpg-YCOiN786JzA3czCgERkdYxIRTWDUF1whF98fBiWrPUDnPMbOFffuWZ8vfHUcByh2C-K7Fcfxt25P5i6qZqaUCZY8WMw2AVCtlV-vW_5ne2jYTrDlh5zzpW_X5Fz4R1l4bglfc9ruKhD00nUlGv1n_D_XHz1L4Y-UbenImuzuIGfVe92k-uU2kaLuy4atWDyXzqgpBDD6t4yHBrYzdn39798oFRWrUwRxg7hoKCMP8VQYPJwWwsW7LjNV1HT3_R9BPZ5QGAl3yj-ls0_vEIQ9l1Fy4o8PD26vN6pd7ln4vZBaSIOGpZ5GleuUUlgxqheIuiMJI-WHjNC6eEAo2eTz3GkaL2d2yOUD52Ctga6IuoQTy__jVBJzPb5n3TjB-MNzlEfx2LzlvU7pNhQXn15PevdJYSkihQ==&p=9&fvj=0&vjs=3
Temporary Operations Assistant (Card Centre),Octopus Holdings Limited,Hong Kong,"Handling personalization process including data input, data verification and photo scanning for production of Personalised Octopus using Personalisation…",nan,https://hk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CSte6oGGtDxh-7fhYpl3JUF32xG07cYNaxIIfxptA_Wgi2_nEAFSrMbNj1WHu8bcw97-oylah-kyP6Z44WnHOxxTY5zOKkIanPUpcv724frTpy8sCIU1hniJUkWEh1BD96-bcDLZh_Z5_NMZLxa843J5BRvN13eAm_I-Q8UGnzFAkavn5T-Jyio34UywYVoS0kqU9EzFesdSczqhcJANmojpDJFzTHnGyaX8rmk9TBITlScbDGrtf53j45gkKz5QDUTnNn7eB71waabUBH1rhIKWa_4tX9cnT4Xq3WD4Bh8axlDTyWlcSbHrLR3ZrOPjj5J0zorGSbUXsD1CxE6glVHCsPXQt-vpHZMZDt8pX-l1NxfQPJAeMkwLqhl-PfxDZGa1CwHP3OuvopaM7EUY94-hEHQaO6GdWnvnwcXBIljFnrkrPnn7mYwyTyc494yP1BGAft4qdFI6QKIJWkqf6m83cLs_zbmZRehXySHr-j6i6JUTkKglRUYMoWcHxR7alCyN1ttJwFqZs9MLrwaNBcqObHQrA-mUt_6gpnj-RvY-sOWidJ3uMLU3dgao0Y9eMq8UX4tTLQN9iKwLN1s_BtkD5Tb90wf1Cz8soBiPJ7SdLh6pssQTZXuU9AIhwI4LZUm3StE9giNInFU0jh4Lqf3m3KEg-ImeJ-UvXzu3oT4Q==&p=10&fvj=0&vjs=3
Human Resources Officer,Maytron International Ltd,Hong Kong,"Prepare HR data analysis reports, keeping record maintain filling system.
(Personal data collected will be used for recruitment purpose only).",nan,https://hk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CSte6oGGtDxh-7fhYpl3JUF32xG07cYNaxIIfxptA_Wgi2_nEAFSrMbNj1WHu8bcwBVtudTjMnoXLyYZvSnBiB6UsYgBLIQvV60o3DAd75WrwMUTOl7_l19sGzfXiFkBRoB1486idMA0nkDcqQ7FWprXe5Nf6FAePIcUbLxlX1g7zGkno4bP0hfXBQAHebBnqEvl11KnhywT7wyB24HWEwpTUpU5CIezpOZMSLbPUb459uQ_w2VAKmB4xAxWeEUL2EpAVbT-VhhtI9mpOgjnc8Lkn_Sai6k87IXJL_5COsbJHEZVcViZ6J2kFgEU3XO0-tr1OtXFaYVWKDJLUfIvPTnkCGCTDAmDyFpZeFISU_SoD5NN261HsL2-gNHH39muvuuJIw2StijpO7qkhAFhDE6ZB8H2wtBaYYyVuGRVJhXNaoznNqoh2GqhlFTSKIkh0gZzjKU_-xa2wCIhroI1B9x9sli3ez5XWila_za63VxRC7onIewbouVe_YcOSsYplvrez8otlAkmun7CgyJd99p59FXTIt8lb7aGOq49-4A_h2XDlcrKDLMpJZYh9PfVvBV3oK3LOPN1nLxDG2l20srTTyERXL6PeNw-yCRtL3vs6RkJ-eHO36PBwdOX_NvDidRweCpLfMHG4dMs5BHESlIzL0wA0gi4s=&p=11&fvj=0&vjs=3
E-commerce Merchant Assessment Officer (5 Day),ExcelNet Total HR Solutions,Hong Kong,"Perform data verification work and prepare analysis report for approval.
Conduct qualitative quantitative company director search, credit and risk analysis.",nan,https://hk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CSte6oGGtDxh-7fhYpl3JUF32xG07cYNaxIIfxptA_Wgi2_nEAFSrMbNj1WHu8bczSWhPAvMr2VWj1Ab9-_E6S2qC5ABkcbruED82IihGRD88R83oldq1unu9SycndZRCkdgNoFxj718mz2A7WsBQrLjxBVlwxqHcfa8GdnINbpyn1HDpBbBSWgOu--LZTz8f0cOptaA8X4TZNsvz-etRMv4xy9qfO0yPe1dY8nejoAFnxbkEjuzI-dEp7C14R7tNFY1FNEKNkMdb7lt6pektHdCC_b3GegmMfodpkWnu6lVZo0CSD7MkrmyCPVDuDSpwlNIj6jZAvmYdx-Gm1NUHT4CUE9G49ZgwClZgTNdtk4ZC_n_ed-getPaYj0-fY0ECiMJF3lgwTuWHvv6e1l9Kp-VkmRp7wGwIsrs1m_TYqueucGpqEZ1Rx0meW7tXGRM7mSnw1yQRkcMp9ZiUgITpBFJnfwDffcWLrKczGK7y1zCLWTsIFOUKVT6418nSGUkpBzxMw2hHMDbbKjS2XNHX-C7jDagiag0ODh6tuMU8pAoRwZmOJOBl0wOnlYsL4t0_lyMTb37KkMBAsQRr9l120dJU73wLpZ1OxJl6RNe0bhfGzg9zxXWMk02SNajmfcsUfk98s-PcGrjTdwhJ_Uz37DTa6egRMEeGY8QWlqQ2u_A==&p=12&fvj=0&vjs=3
Quality Assurance Officer,Fuji Xerox Document Management Solutions Asia Limited,Hong Kong,"Collect data for the analysis of system performance.
Fuji Xerox Document Management Solutions (Fuji Xerox DMS) is a service provider of customer communication…",nan,https://hk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CSte6oGGtDxh-7fhYpl3JUF32xG07cYNaxIIfxptA_Wgi2_nEAFSrMbNj1WHu8bcxL9fJXw0ruBZJ4m3kIztFYN8X6mE9MZ7AmClkGCHlnkzD3iqr7WmVV-fu34faJdewZfeLqGV6b6oweQ36er4BMRk6wEdsfA6EmI_ZeCfYX7uMhwgHUBU3XSQgxBUUBLrLAgGav_fkaEG6ZrUOQ4iD-Ajk9KrpigPvioCNG47ll-5dZl2YG3zGnlmb-7rkoxCm-tLkGy4eH_OHIHGuW7J2SycwI7sBW2_wouUcCLT4l0c82A2aZUzYan712AlZb3Q5IZvFcdl27-FI00WLgqNK3MEHnv1lMQ8Ae46x9cPxv_dYcVUGVUllFml63GjNIQluL8RIr0hcvPuxwF9bJTIKYESFu5VHIuur_BUhVPR23v6wtkSje_J9o8LvjhEG4ZM767GUgzYq3VTrZl19s0nCfi9dkNxdMUWxIwKdlgkVc7YTmQ_M8K9QwdOdb6Wdm0R4zrz89azHgyQauevecy7_tMECXLTEpS-Se4d7wV_AHfXCpanJvswTbA4Rkb0J77_O_Ev7baRbZRCe11SxGOZbw6Z9qB96zGsX75nUetYN8XsdKlcn-x-ZIqHjAyfLMpsVU1BaT4KqwqQS_mU2KOWRbKJCCc3TWjh4zDO_xrKoNIA==&p=13&fvj=0&vjs=3
"Junior Accountant, Open for Fresh Graduates, (16-20k)",Morgan McKinley,Hong Kong,"You would be responsible for preparing management reporting and variances analysis.
All applications applied through our system will be delivered directly to…",nan,https://hk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CSte6oGGtDxh-7fhYpl3JUF32xG07cYNaxIIfxptA_Wgi2_nEAFSrMbNj1WHu8bczd8vihlgSk3ccpXw8s3fl75My7YlhXZDHv6kJ9eLaJNfzRZn34ng5shiYAImw7L02bzFkhHc7O-AFzRDi8EMTr6s0ea2YJRr2WnbHLP27Vov6XGfppykCQW_NAiieun0yVQm8n68-f7gOsVIZnvMlzjr_GzAqXsBtxcV0fTxgPN7Y3gOjlPWV0YveAxQMMqlsQyAkNTYXvi9BITx6EVJVNwPuXwcJxzrlgZKLk-zN3ir1-cybrsz-xTct6v4nf1R-rw2NYFYDUDoX6tKeQmI9gpubKvqAr68m1T1t6CV_zAcqc6gHmcMVwLFF6DQ6U5Jw2p0539kYdh0R6Pza_jYb1rUp2EfrQMT9kefJ-ajNrUqfmGOVX57UrY3VJ0V7bG1_Rlu3sJtFlJWuSfdlDfgBCr3vI28MTEKKKajlOpSG7eoXzrKhGw3R4ViCk9cvWxR8kOpSG4Mu0tqOEVwQg2538x9nn6aFgbqMWLp6U072jwsNpJQTGYyB2vMq4ApQ88t3tviRvHa6db2PM2VQAS75KXr1Scc8HoN0GCiSr5Goj54MyKvJ3Dngzdcc0LApkW1X02tWaOif5ba8o150SlvQjq4tCAibEqAHdQ5K9WonUgg==&p=14&fvj=0&vjs=3
Assistant Operation Officer (HRD-adv-20-010),Hung Fook Tong Holdings Limited,Hong Kong,"Responsible for data analysis, sales promotion forecast;
Hands-on experience in Retail Operations data analysis will be an advantage;",nan,https://hk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CSte6oGGtDxh-7fhYpl3JUF32xG07cYNaxIIfxptA_Wgi2_nEAFSrMbNj1WHu8bcxRpuBKBXgswjLkNLam3OF2_17MCSB2n0At8WWlX_7qFyEI99_5SiMBrYBC2QM_-FVrVQwg7jTKgjtgMojoC7zLC58bMUskl5UwYZa9-mXsxoMDiSfv7zGrX8QuW2Ik5k-r-eugYAs99z06_GxklETg8T4t7ajpn8SJZN-zzBn0Vd_Kbw7r_RsfvHjNXFL3KBsqKpPo1mJ6g01q2boiuDNWYBTFOnD8cco9BQGUZiSDQ_dvVEwOyQEEd5jYESJ72vrr5CsRGHdiea4moaS-A2xDgazzAHDo94F31dzyte-nQUjG7L7EJH181hf0O34gKGnayqHsWJUg8xG-TRYSngJnhJBDeHqxkzJNns3old6SiYEPVCjnsMJSrA6J1746WAIIkf-4J0ooLeHW5E3HKjthlMkSJDuEHJvuHF8DPwR7GWpPMo-wZIodiQgaaTZk3q7kjEiM-0JL4GClrwiLWc3ev8e2Mi1xf2G8QTq_U_Sg6aErEp5W3xwPD991c18LRa1S-tyegDI6C9gvmvZwz9f-jEmIXy61ljH6vAoG8ZsHoWafkDxkrGyjbujjMhmLxgtfe9jLeiv6p73RpT8hwwFN7quUDriRNRalo3px1UHwEA==&p=0&fvj=0&vjs=3
