,Company,Description,JobTitle,JobUrl,Location,Salary,Summary
806,Eurogroup Far East Limited,"RESPONSIBILITIES:
The successful candidate will report to the Division Manager/Merchandiser and the main tasks and duties include:

Handle data operation such as collection & cleansing and provide analysis reports
Handle orders, enquiries and complaints from customers
Responsible for preparing product listings in website
Advance Excel knowledge
Communicate with off-shore and local vendors
Handle ad hoc tasks and reports

REQUIREMENTS:

Diploma/Bachelor Degree in Business/E-Commerce/Marketing or related discipline
1 – 2 years relevant experience in E-commerce/Online Marketing
Proficient in verbal and written English with strong communication and interpersonal skills
Sophisticated user of popular social media platforms (e.g. Facebook, Instagram) is preferred
Logical, self-motivated, positive, flexible, independent and well organized
Additional language like German, Italian, Spanish or French is a plus
immediate available is an advantage

 We offer competitive remuneration package and fringe benefit to the right candidates. The successful candidates will be employed on a 6-months full time contract basis, which is renewable to permanent status subject to appointee’s performance and Company’s development needs. Interested parties please do not hesitate to send your full resume with your current salary, expected salary and available date to hr@eurogroup.com.hk
Summary
Industry:
Trading
Job Category / Function:
Marketing / Public Relations (Marketing - Digital Marketing)
Marketing / Public Relations (Marketing - General / Support)
Marketing / Public Relations (Customer Relationship Management)
Marketing / Public Relations (Others)
Job Position Level:
General
Employment Term:
Full Time / Contract
Min. Edu. Level Req:
Diploma
Total Working Exp:
1-2
Salary(HKD):
-
Benefits:
-",Online Business Assistant,https://hk.indeed.com/rc/clk?jk=f6b4f27be83f6038&fccid=acf5c7731d75dfeb&vjs=3,Hong Kong,,"Handle data operation such as collection & cleansing and provide analysis reports.
The successful candidate will report to the Division Manager/Merchandiser and…"
807,Links International,"Links International is an award-winning industry leader in innovative human resources outsourcing in Asia. Links was established in 1999 and has offices in Hong Kong, Singapore, Shanghai, Macau and Zhuhai, Vietnam, Malaysia, Thailand and Australia. We offer a broad range of services, ranging from both retained and contingent recruitment, to payroll and visa processing, designed to cover all aspects of your human resources processes, enabling your team to focus on higher value, strategic activities.
About the company Our client is a Global well known developer company with excellent brand name in the job market.They are looking for an experienced Clerk of Work to join theior project teams. Job duties: As a clerk of work, you'd be conducting regular site inspections and checking that building plans are being followed correctly. You'd check that work is being carried out to the correct specifications and legal, safety and environmental standards. Inspecting construction work and comparing it with drawings and specificationsMeasuring and quality checking building materialsIdentifying defects and suggesting ways to correct themMonitoring progress and reporting to construction managers and project managersReferring to plans and taking photographs of work, along with measurements and samplesLiaising with contractors, engineers and surveyorsChecking that building regulations, health and safety, legal and ecological requirements are metWorking between an office and construction sites. Requirements: Certificate or diploma in Building construction or related disciplinesCertificate in Safety and Health Supervisor (Construction) issued by Occupational Safety and Health Council or equivalentMinimum of 12 years' experience in site supervision on luxury construction projects Good communication skills in English and Chinese Interested parties please submit your application by clicking 'apply now' below and upload your updated resume.
All applications applied through our system will be delivered directly to the advertiser and privacy of personal data of the applicant will be ensured with security.

Full-time,Permanent",Clerk of Work 工程監督,https://hk.indeed.com/rc/clk?jk=f05ba14789f8bff0&fccid=bed558f5a710309a&vjs=3,Hong Kong,,All applications applied through our system will be delivered directly to the advertiser and privacy of personal data of the applicant will be ensured with…
808,Electrical and Mechanical Services Department,"Salary: HK$55,680 per month

Entry Requirements: Candidates should (a)(i) possess a degree in Engineering, Science or Technology field from a Hong Kong university or equivalent, and a minimum of 5 years' post-qualification full time working experience in innovation & technology projects, asset digitization, data analysis, predictive maintenance, energy management or research & development related to electrical and mechanical engineering field [including electrical / mechanical / building services / electronics / information / biomedical systems and equipment or motor vehicles]; or


(a)(ii) be Corporate Members of the Hong Kong Institution of Engineers (Electrical, Mechanical, Building Services, Electronics, Information or Biomedical Discipline) elected after 5 December 1975, or equivalent; and


(b) met the language proficiency requirements of Level 2 or above in Chinese Language and English Language in the Hong Kong Diploma of Secondary Education Examination (HKDSEE) or the Hong Kong Certificate of Education Examination (HKCEE), or equivalent (See Note 1).


Preference will be given to candidates who have relevant work experience in innovation and technology within the last three years.

Note: 1. For the purpose of this appointment, 'Grade C’ and ‘Grade E’ in Chinese Language and English Language (Syllabus B) in the HKCEE before 2007 are accepted administratively as comparable to ‘Level 3’ and ‘Level 2’ respectively in Chinese Language and English Language in the 2007 HKCEE and henceforth.


2. Candidates should indicate relevant information in the application forms if they have the relevant experience/ statutory qualification/ recognized training as stated under “Entry Requirements”.

Duties: A Project Officer is responsible to (a) manage and administer innovation & technology (I&T) projects; (b) devise and implement asset digitization programmes in the electrical and mechanical (E&M) engineering field; (c) provide design, procurement, project management and technical consultancy services related to E&M systems and equipment; (d) handle operation and maintenance of E&M systems and equipment plus improvement projects/works; and (e) undertake other duties as assigned by his/her supervisors from time to time. [Successful candidates may be required to : (a) work irregular hours / in remote areas / in harsh conditions; (b) perform shift duty / stand-by duty / on-call duty / emergency duty; (c) wear uniform / protective clothing; (d) carry pager / mobile phone; (e) work with computer; (f) perform self-drive duty; and (g) perform any other duties as required.]

Terms of Appointment: Successful candidates will be appointed on non-civil service contract terms for a period of one year. Renewal of contracts will be subject to the service need of the department and the performance and conduct of the candidates.

Fringe Benefits An end-of-contract gratuity may be granted if the contract is satisfactorily completed with consistently high standard of performance and conduct. Such gratuity, plus any contribution to be made by the Government to a Mandatory Provident Fund (MPF) scheme in respect of the appointee as required by the MPF Schemes Ordinance, will equal to 15% of the total basic salary drawn during the contract period. Rest days, statutory holidays (or substituted holidays), annual leave, maternity leave, sickness allowance, where appropriate, will be granted no less favourable than the provisions of the Employment Ordinance.

General Notes: (A) Candidates must be permanent residents of the Hong Kong Special Administrative Region at the time of appointment unless specified otherwise.

(B) As an Equal Opportunities Employer, the Government is committed to eliminating discrimination in employment. The vacancy advertised is open to all applicants meeting the basic entry requirement irrespective of their disability, sex, marital status, pregnancy, age, family status, sexual orientation and race.

(C) Non-civil service vacancies are not posts on the civil service establishment. Candidates appointed are not on civil service terms of appointment and conditions of service. Candidates appointed are not civil servants and will not be eligible for posting, promotion or transfer to any posts in the Civil Service.

(D) The entry pay, terms of appointment and conditions of service to be offered are subject to the provisions prevailing at the time the offer of appointment is made.

(E) Where a large number of candidates meet the specified entry requirements, the recruiting department may devise shortlisting criteria to select the better qualified candidates for further processing. In these circumstances, only shortlisted candidates will be invited to attend recruitment examination and/or interview.

(F) It is Government policy to place people with a disability in appropriate jobs wherever possible. If a disabled candidate meets the entry requirements, he/she will be invited to attend the selection interview/written examination without being subject to any further shortlisting criteria.

(G) Holders of academic qualifications other than those obtained from Hong Kong institutions/Hong Kong Examinations and Assessment Authority may also apply but their qualifications will be subject to assessments on equivalence with the required entry qualifications. They should submit copies of their official transcripts and certificates by mail to the indicated enquiry address.

(H) Please visit GovHK on the Internet at http://www.gov.hk for additional information about the post(s).

How to apply: Applicants must submit the application by using the on-line Application Form (on-line G.F. 340) at the Civil Service Bureau's website (http://www.csb.gov.hk), and submit any supporting documents by post, in person or by email (Postal address: The Recruitment and Promotion Section, Electrical and Mechanical Services Department, 7/F, 3 Kai Shing Street, Kowloon, Hong Kong. Email address: po_recruitment@emsd.gov.hk) not later than 17 September 2020.


For submission of documents by post, please specify the title of the post being applied for on the envelope. The postmark date on the envelope will be regarded as the date of submission. For submission made in person, it should be done within the office hours (Monday to Thursday: 9:00 a.m. to 12:00 noon & 1:00 p.m. to 6:00 p.m., Friday: 9:00 a.m. to 12:00 noon & 1:00 p.m. to 5:00 p.m.). Applications not using the on-line application form; submission of the applications after 17 September 2020; or if you fail to provide in the on-line G.F. 340 all information as requested or it is not clear from your statements that you have the minimum qualifications, training, experience or other requirements for the job will not be considered. Please ensure your mail item bears sufficient postage with return address before posting so as to avoid unsuccessful delivery of application. Underpaid mail items will be returned or disposed of by Hongkong Post. Any consequences arising from not paying sufficient postage should be borne by the applicant. Candidates who are selected for interview will normally receive an invitation anytime during the ten-week period from the closing date for application.


Invitation to the selection interview will be issued via email. Please ensure that accurate email address is provided and that your email account can receive incoming emails properly. Those who are not invited for interview may assume that their applications are unsuccessful.

Contact Address: Electrical and Mechanical Services Department, 3 Kai Shing Street, Kowloon, Hong Kong.

Enquiry Telephone: 2808 3208

Closing Date(dd/mm/yyyy): 17/09/2020 23:59:00",Project Officer,https://hk.indeed.com/rc/clk?jk=c6f57d0c822e7c6a&fccid=30cbe482663d96cd&vjs=3,Hong Kong,,"Candidates should (a)(i) possess a degree in Engineering, Science or Technology field from a Hong Kong university or equivalent, and a minimum of 5 years' post…"
809,AP RENTALS LIMITED,"AP Rentals Limited is a member of AP Rentals Holdings Limited which is listed on the Hong Kong Stock Exchange (Stock Code: 1496). To cope with the expansion
of our rental and sales business of CONSTRUCTION EQUIPMENT for Hong Kong & Macau markets, we are now inviting competent candidates to join us for a challenging career.

Job Description

To promote our equipment rentals with solutions to customers
To formulate and execute sales strategies to achieve the market penetration & business targets
To expand the customer base and explore sales opportunities
To carry out sales & marketing program and sales demonstration
To prepare quotations & sales related reports

Job Requirements

Degree or Higher Diploma holder in any disciplines, preferably in Mechanical Engineering, Electrical Engineering or Building Service Engineering
1-2 years sales experience
Experienced in preparing E&M drawings & specifications is an advantage
Excellent command of English, Chinese & Putonghua
Possess HK driving license is required
Aggressive team player with excellent communications and presentation skills
Candidates with technical education background will be considered as Sales Engineer
Fresh graduates are also welcome to apply our SALES TRAINEE program

Interested parties, please apply by ""APPLY NOW"" with full resume, stating date available, present and expected salary.

(Applicant without stating the expected salary will not be considered)

All data collected will be used for recruitment purpose only and will be treated as strictly confidential. All unsuccessful applications will be destroyed
upon completion of the selection process.

Our website: www.aprentalshk.com",Sales Executive,https://hk.indeed.com/rc/clk?jk=a0aac99ec905d2d7&fccid=8b88ed0efb0134f0&vjs=3,Hong Kong,,"Candidates with technical education background will be considered as Sales Engineer.
All data collected will be used for recruitment purpose only and will be…"
810,Kowloon Tong Club,"Responsibilities
Clerical and administrative support to the daily operations of HR and Administration Department especially in the followings area:
Recruitment, staff on-boarding, off-boarding, reference checks
Compensation and Benefits administration including leave management, medical scheme enrollment and attendance records
Manage and maintain accurate staff information and record
Support HR Information System
Payroll and MPF administration
Staff relations and activities
Prepare HR reports and analysis
Participate in reviewing and implementing HR policies and procedures
Assist in handling ad hoc projects as assigned

Requirements
Form 7 or above, degree holder preferable
Minimum 1 year relevant working experience, preferably gained in HR generalist role
Good command of both spoken and written English and Chinese
Proficiency in MS Word, Excel, PowerPoint and Chinese Word Processing
Exposure on HRIS will be an advantage
Responsible and detail-oriented
Ability and willingness to handle multi-tasks independently
Immediate availability is preferred

Competitive remuneration package, career advancement opportunities and fringe benefits include double pay and performance bonus, duty meal, birthday leave, life insurance, and group medical to the right candidates.
Interested candidates please email your full resume with expected salary by clicking hr@kowloontongclub.org
All personal data collected will be for the recruitment purposes only and treated in strict confidence.
Summary
Industry:
Catering
Job Category / Function:
Human Resources (Compensation & Benefits)
Human Resources (HR Officer / Assistant)
Administration / Secretary (Personal / Executive Assistant)
Administration / Secretary (Clerical / Admin Staff)
Job Position Level:
General
Employment Term:
Full Time
Min. Edu. Level Req:
F.7 / HKAL
Total Working Exp:
1
Salary(HKD):
-
Location:
Kowloon City District
Benefits:
Double Pay
 Five-Day Work
 Life Insurance
 Medical Insurance
 Performance Bonus",HR Assistant [5 day work],https://hk.indeed.com/rc/clk?jk=0d2a3d30647befa5&fccid=9974d5739cac6f3b&vjs=3,"Kowloon City District, Kowloon",,"Prepare HR reports and analysis.
All personal data collected will be for the recruitment purposes only and treated in strict confidence."
811,Celestica,"Req ID: 62334
Region: Asia
Country: Hong Kong
State/Province: Hong Kong
City: Hong Kong

Our Global Supply Chain operates as a unified virtual system with our customers and suppliers by acting as seamless extensions of their operations. We offer customized, flexible and integrated supply chain solutions, supported by a global technology platform and a dedicated, market-focused team.

We are currently seeking an Operations Engineering Advisor based out of our Hong Kong office.

Responsibilities:
Documents, maintains and improves implementation of processes.
Provides advanced technical expertise for production or customer-identified material problems.
Maintains quality of materials to ensure cost and delivery targets are met.
Visits suppliers to evaluate their process controls and reliability programs.
Provides high quality, reliable performance data to suppliers and the internal management team.
Performs supplier assessments/risk analysis and makes recommendation regarding supplier selection.
Works with suppliers to improve overall yield of assemblies and quality of materials.
Defines process problems that lead to throughput or quality issues.
Determines root cause of problems and implements short- and long-term solutions to stabilize processes.
Leads the selection of new manufacturing equipment.
Evaluates software and hardware upgrades and new equipment.
Defines, evaluates and implements process control standards for equipment and products.
Gathers, analyzes, sorts and distributes data to understand and solve quality issues.
Utilizes quality tools and team problem solving methods to drive root cause analysis of problems and implement improvements.
Works directly with customers to resolve systemic problems in the process.
Analyzes feasibility in acquiring and implementing new assembly/test technology and prepares technical reports of findings.
Supplier selection and qualification of new suppliers or new parts for core commodities / responsibilities at the request/agreement with Celestica design team and commodity managerment.
Develop and execute cost saving initiatives to deliver against business objectives, to work closely with commodity managers / suppliers and sub tier
Drive continuous quality improvement program for Celestica preferred suppliers
Supplier audits for qualification of core commodities and responsibilities
Performing Engineering Analysis for core commodities and processing to the appropriate Site Supplier (Quality) Engineers for supplier initiated Process Change Notifications (PCN's)
Interface with customer's designers and/or Component Engineers on cost reduction opportunities and alternate sourcing opportunities of process improvement tools/procedures in support of the Site Supplier (Quality) Engineers
Applies change management and engineering disciplines. Delivers performance results that directly contribute to KPI performance.
Provides technical expertise to audit and evaluate the effectiveness of the change implementation and suggest/leads further improvement initiatives.


Requirements:
Familiarity with international quality standards, such as ISO9001.
Knowledge of following commodities - DIMMS, HDD, SSD, HBA Cards, high end complex CPU processors
Excellent communication skills (preferably in English and Chinese)
Analytical skills
Strong project management skills
Eight to ten years in hands on electronic component supplier quality management
Bachelor’s degree in related field, or consideration of an equivalent combination of education and experience.

COMPANY OVERVIEW:
Celestica (NYSE, TSX: CLS) is a US$5.6 billion global leader in the delivery of end-to-end product lifecycle solutions. Our customers trust us to deliver the most advanced design, engineering and manufacturing expertise for their highly sophisticated and complex products. From advanced medical devices, to highly engineered aviation systems, to next-generation hardware solutions for the Cloud, at Celestica we manage the complexity for our customers and set the bar for quality and reliability in their markets. Our customer portfolio includes leaders in the enterprise computing, communications, aerospace and defense, industrial, smart energy, healthtech and semiconductor markets. Headquartered in Toronto, our global network spans 13 countries with 26,000 employees throughout the Americas, Europe and Asia.",Operations Engineering Advisor,https://hk.indeed.com/rc/clk?jk=26d046e3d52c0777&fccid=e7e593a18b26fee3&vjs=3,Hong Kong,,"Performs supplier assessments/risk analysis and makes recommendation regarding supplier selection.
Provides high quality, reliable performance data to suppliers…"
812,George Samuel Associates Ltd.,"Responsibilities :


To carry out daily technical support on bank's open platforms, mainframes, database systems, and data centre facilities.

TO ensure production problems under Technology Infrastructure Services are being resolved and properly followed up by service providers to minimise business impacts.

Monitor, control and maintain tracking of IT equipment move-in/out at Data Centre and server rooms

Perform checking and reconciliation of banking IT devices and assets onsite.

Manage vendors to deliver quality IT services for Data Centre and server rooms in accordance with agreed SLA

Coordinate among vendor supports to follow up alerts detected and incidents for facilities at data centre and server rooms

Ensure daily operations at Data centre and server rooms are comply with bank's processes

Responsible for the Technology Infrastructure Open platforms Windows, AIX, LINUX, VMWare platforms and database systems daily BAU support

Manage and work with vendors onsite to deliver IT services

Provide 7x24 technical support to the bank's IT Infrastructure operations and projects.



Requirements :

At least 5 years Strong experience in Windows and AIX technical support, With WIndows 2012 MCSE Server Infrastructure

Good knowledge of VMWare, SQL, DB2, and Oracle database

Experience with IBM Open Systems products such as TWS, ITM, TMS and On-Demand

Technical knowledge with structured cabling and Data Centre Facility Management

Fluent in both written and spoken English and Chinese

Please email to : itjob@gsamuel.com.hk to submit your resume in MS Word format, specifying your availability and expected salary.


( Note : All resumes received from job applicants will be kept strictly confidential and will be used solely for recruitment purposes.)","Field Engineer - IT Infrastructure Operations, Data Centre Operations",https://hk.indeed.com/rc/clk?jk=1ccf10c10f6b7c97&fccid=5c9f0be94ebaea21&vjs=3,Hong Kong,,"Technical knowledge with structured cabling and Data Centre Facility Management.
Ensure daily operations at Data centre and server rooms are comply with bank's…"
813,China Telecom Global Limited,"Key Responsibilities: · Responsible for the IP platform monitoring, troubleshooting and maintenance include IP Transition and IPVPN network, NGN and etc.· Responsible for the Transmission network which is including International Private Leased Circuit and International Ethernet Private Line network service monitoring, troubleshooting and maintenance· Responsible for the Voice network monitoring, troubleshooting and maintenance include Global PBX, SIP trunk and etc.· Perform fault handling and provide internal technical training for the Tier 1 teamRequirements: · Degree or above in telecommunication or related subjects· Minimum 5 years of relevant working experience in telecommunication· Sound knowledge in data communication, transmission and IP network with IT/Telecom related certificates are definite advantage· Positive attitude, proactive, good service sense and communication skill· Good command of both spoken and written English and Chinese including Cantonese and Mandarin· Candidates with much experience would be considered as Senior positionWe offer 5 days work, competitive salary package and attractive career development opportunities to the right candidate.Interested parties please email your full resume with your current & expected salary to us.Applicants not invited for interview within 3 months may assume their applications unsuccessful.Personal data collected would be used for recruitment purpose only.Job Types: Full-time, PermanentExperience:Telecom: 5 years (Preferred)",Network Engineer - NOC,https://hk.indeed.com/company/China-Telecom-Global-Limited/jobs/Network-Engineer-9d469b3f1cc66a11?fccid=422b032f841374c1&vjs=3,"Chai Wan, Hong Kong Island",,"Personal data collected would be used for recruitment purpose only.
Sound knowledge in data communication, transmission and IP network with IT/Telecom related…"
814,小可能有限公司,"工作內容 : Perform comprehensive administrative tasks; Handle customer enquiries and co-ordinate online and offline marketing assignments; Liaise with internal and external parties for procurement and logistics tasks; Conduct desktop research and data analysis; Perform other ad hoc tasks




要求學歷 : 專上教育：學士學位; 2年經驗; 良好粵語; 一般普通話; 良好英語; 懂讀寫中文; 懂讀寫英文; 懂Microsoft Office; 懂MS Word; 懂MS PowerPoint; 懂MS Excel; 懂中英文電腦操作; Knowledge in video editing and graphic design is pref.


上班時間 : 每月$12,000 - $17,000, 有年假18天, 星期一至五: 上午10時至下午6時, 每週工作5天, 工作期6個月


上班地址 : 屯門


薪金 : 面議",高級項目主任/ 項目助理,https://hk.indeed.com/rc/clk?jk=0f21f4e730dc2877&fccid=a0ea7f225b769ca6&vjs=3,"Tuen Mun, New Territories",,"Conduct desktop research and data analysis;
Handle customer enquiries and co-ordinate online and offline marketing assignments;
Perform other ad hoc tasks."
815,Far East Consulting Engineers Limited,"Job Descriptions
To engage in design, technical specification writing and project management of Plumbing and Drainage of various building projects.
Requirements
Higher Diploma or above in Mechanical Engineering or Building Services Engineering or equivalent
Good command in both written and spoken English & Chinese


Others

5-day work

Medical Scheme


Please send full resume and expected salary to
Far East Consulting Engineers Ltd
12/F Greenwich, 260 King's Road, Hong Kong
or via e-mail at sc@fecel.com
Data collected will be used for recruitment purpose only",Senior Engineer / Engineer (P&D),https://hk.indeed.com/rc/clk?jk=31b6f1c7721b8b63&fccid=5447ef9fc78d7ca2&vjs=3,Hong Kong,,"Data collected will be used for recruitment purpose only.
To engage in design, technical specification writing and project management of Plumbing and Drainage…"
816,Feedzai,"You are going to be in charge of making our clients happy and successful. Everything you do matters: all your code, machine learning models, advisory, management and other actions/roles will have a material impact on the way our clients run their business and how effectively we fight fraud and protect people from wrongdoing. You will be able to interact and meet many people from widely different cultures around the world and understand the business like few others. You will be able to say you protect people on a daily basis. You will be challenged with new technology, new processes, and new mindsets and will be asked to contribute to ensure continuous improvement. Full, holistic view and impact is what you will get within Customer Success. Come and change the world with us.

You are a natural problem solver who enjoys interacting with people from varied backgrounds. You're able to think and reason clearly, you can learn technical issues quickly and you can communicate to customers with patience and empathy. You are a good-humored team player, someone who's reliable and accountable. You care for the quality of your work and for the success of the product you're helping to improve. You like owning a customer's issue until it is resolved, doing your best to create Customer Delight.

The Product Support Engineer serves as front line contact for our external customers by resolving pre production and post production technical issues and taking ownership until those issues are resolved. This role involves analysis of complex problems from Feedzai's product and an in-depth examination of the interaction between product and the customer's origin infrastructure. The Product Support Engineer plays a key role in supporting our clients and development teams.


Responsibilities

Serve as front line contact for our external customers by resolving pre-production and post production technical issues
Acting as a technical expert on Feedzai products, demonstrating leadership and working independently to resolve complex technical problems, including escalations to our development team
Resolve technical issues related to product and infrastructure in a 24X7 environment
Define, coordinate, and prioritize customer feedback and ideas into engineering requirements for future enhancements of services. Work closely with Engineering and Customer SuccessTeam to implement these enhancements
Occasionally work on internal bugs and supporting tools

Qualifications

Bachelor's Degree in Computer Science or a related field
2+ years of java application support experience
At least 1 year of Client-facing experience, preferably in a 24X7 environment, with on-call duties
HTTP, REST APIs and JSON
Basic networking knowledge to debug network issues (e.g. DNS)
Unix, Log processing/log analysis
Knowledge of database management (i.e., SQL)
Familiarity with technologies like: J2EE (using Tomcat and/or Websphere), Web Services (SOAP, XML), Configuring web servers (Apache, IIS) and the infrastructure necessary to support a dynamic website (load balancers, connecting to databases, etc), SQL and databases
Excellent written and verbal communication skills
Ability to work autonomously in a fast-paced environment


Added Plus:

Understanding or experience with Cassandra databases (cqlsh)
Experience with container platforms such as Docker
Knowledge of messaging systems (RabbitMQ, ActiveMQ, ZeroMQ)
Previous experience with data science (machine learning, modeling, algorithms)
Fluent in a second language, preferably one of the following: French, German, or Portuguese

Feedzai is an Equal Opportunity Employer.

Feedzai does not accept unsolicited resumes from recruiters or employment agencies.",Product Support Engineer,https://hk.indeed.com/rc/clk?jk=d9af836d06dd1979&fccid=ad93a7e288dc7118&vjs=3,Hong Kong,,"Previous experience with data science (machine learning, modeling, algorithms).
The Product Support Engineer plays a key role in supporting our clients and…"
817,Meinhardt Consulting Engineers,"Meinhardt is one of the world’s few multidisciplinary engineering, infrastructure and project management non-listed consulting firms employing over 4500 professional staffs in 47 offices across Asia, Australia, Middle East and UK. With 1200 staffs in Hong Kong and China, we provide a full range of technically feasible and cost effective solutions for buildings, civil infrastructure, rail, highways, aviation and environmental projects. We are looking for high calibre candidates to fill the following positions:
Higher certificate or equivalent education, degree holder in Civil / Structural / Geotechnical Engineering Familiar with Technically Competent Persons (TCP) requirements and dutie For Resident Engineer positions: - Registered Professional Engineer - Minimum 5 years’ relevant working experience in civil projects For Assistant Resident Engineer positions: - Minimum 2 years’ relevant working experience in civil projects for degree holder - Minimum 5 years’ relevant working experience in civil projects for high certificate holder Please send full resume and employment references, state availability, expected salary package and contact telephone number (quoting reference) to: Human Resources Manager Meinhardt Consulting Engineers 10/F Genesis, 33 – 35 Wong Chuk Hang Road, Hong Kong Candidates who have not been contacted within 8 weeks of their date of application may assume their application has been unsuccessful. Data collected will be used for recruitment purpose only.
All applications applied through our system will be delivered directly to the advertiser and privacy of personal data of the applicant will be ensured with security.

Full-time",Resident Engineer / Assistant Resident Engineer (Ref: 88053),https://hk.indeed.com/rc/clk?jk=44100a41e68303bb&fccid=f970a3db525cc60f&vjs=3,Hong Kong,,Registered Professional Engineer - Minimum 5 years’ relevant working experience in civil projects For Assistant Resident Engineer positions:
818,China State Construction Engineering (Hong Kong) L...,"Responsibilities: Responsible for carry out assessment on effect of proposed construction activities and precautionary measures to ensure the overall stability on the whole or any part of the works for our construction projects.Requirements: Degree in Civil / Building Engineering or equivalent, preferably with relevant professional qualification.Minimum 5 years site experience from large-scale projects on main contractor side.Candidates with more experience will be considered as Senior Engineer.We offer attractive remuneration package with comprehensive fringe benefits to the right candidates. Interested parties please send resume with day-time contact number, expected salary and quoting Ref. No. to Human Resources Manager, 29/F., China Overseas Building, 139 Hennessy Road, Wanchai, Hong Kong or fax to 2528 2840.Interested parties are invited to visit our website (www.cohl.com) for more information.Applicants who are not invited within 2 months may consider their applications unsuccessful. All information provided by applicants will be treated in strict confidence and used only for recruitment purposes. Applicants may be considered for other suitable positions within the China Overseas Group and its related companies for one-year period, thereafter which their personal data will be destroyed.Serving The Community 。 Prospering Hong KongJob Types: Full-time, Permanent",Engineer / Assistant Engineer,https://hk.indeed.com/company/China-State-Mechanical-&-Electrical-Engineering-Limited/jobs/Engineer-6947165946822117?fccid=795f1a74c15f4b17&vjs=3,Hong Kong,,"Candidates with more experience will be considered as Senior Engineer.
Applicants may be considered for other suitable positions within the China Overseas Group…"
819,中國移動,"CHINA MOBILE HONG KONG COMPANY LIMITED (""CMHK"") is the wholly-owned subsidiary of China Mobile Limited (HKEx: 941) (NYSE: CHL), which ranks 47th on the Fortune Global 500.

Our company strives to offer superior service experience and to become the preferable digital partner for customers. We are preserving an environment with trust, responsibility and caring. At CMHK, we commit to maximizing people’s potential and paving the way toward success for every striver. We are now inviting high caliber professional to join us.

In this position, you will:

Help solicit opinions from team players on customer feedback analysis
Study, classify customer feedback and generalize issues for continuous service improvement
Review current business operation, evaluate and streamline the workflow and procedures
Maintain and periodically review on system selection and requirement for effective and efficient feedback collection
Able to conduct research on identified issues to explore the in depth customer behaviour and expectation
Support and execute team project and workflow streamline to improve work performances
Assist superior on ad hoc tasks including complaint analysis and report compilation

To be successful in this position, you should meet the following requirements:

Higher Diploma or tertiary education in business or statistics related disciplines
At least 3-5 year s of relevant working experience as analyst / researcher in academic or business fields
Strong in analytical and communication skills
Sound PC knowledge (e.g. Word, Excel, Access, research tools etc)
Knowledge of OLAP tools like SAS, COGNOS is preferable
Proficiency in English, Chinese and Putonghua is a must
More experience will be considered as Senior Customer Feedback Analyst

When you work:

5 days work
8 hours per day

What you enjoy:

Double pay
Discretionary bonus
Life insurance
Medical insurance
Birthday gift
Marriage leave
Birthday leave
Compassionate leave
Staff discount

CMHK is committed to be an equal opportunity employer. We offer exceptional benefits package and the opportunity to work in a challenging environment. Personal data provided by applicants will be treated strictly in accordance with our personal data policy and for recruitment purposes only.",Customer Feedback Analyst,https://hk.indeed.com/rc/clk?jk=effd2b3774813878&fccid=3e35b312a0bacf8b&vjs=3,Hong Kong,,Personal data provided by applicants will be treated strictly in accordance with our personal data policy and for recruitment purposes only.
